1	0	0
0.95	0.01	0
0.9	0.02	0
0.8	0.04	0
0.7	0.05	0
0.6	0.06	0
0.5	0.07	0
0.4	0.08	0
0.3	0.08	0
0.25	0.08	0
0.2	0.07	0
0.15	0.07	0
0.1	0.06	0
0.08	0.05	0
0.05	0.04	0
0.03	0.03	0
0.01	0.02	0
0	0	0
0.01	-0.02	0
0.03	-0.02	0
0.05	-0.03	0
0.08	-0.03	0
0.1	-0.04	0
0.15	-0.04	0
0.2	-0.04	0
0.25	-0.04	0
0.3	-0.04	0
0.4	-0.04	0
0.5	-0.03	0
0.6	-0.03	0
0.7	-0.02	0
0.8	-0.01	0
0.9	-0.01	0
0.95	0	0
1	0	0
